subject,condition,l_length,pres_rate,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,sp_8,sp_9,sp_10,sp_11,sp_12,sp_13,sp_14,sp_15,sp_16,sp_17,sp_18,sp_19,sp_20,sp_21,sp_22,sp_23,sp_24,sp_25,sp_26,sp_27,sp_28,sp_29,sp_30,sp_31,sp_32,sp_33,sp_34,sp_35,sp_36,sp_37,sp_38,sp_39,sp_40
A1JI19KPIVNL3Y,20-1,20.0,1000.0,0.41666666666666663,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.020833333333333332,0.4375,,,,,,,,,,,,,,,,,,,,
A1KH9VI2D0V43B,20-1,20.0,1000.0,0.6250000000000001,0.0625,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A1LJ4WAEDGELVL,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.7916666666666667,,,,,,,,,,,,,,,,,,,,
A1OOCYEFLAJD98,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0625,0.1875,0.47916666666666674,0.16666666666666666,0.041666666666666664,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A1OW27AZS122X2,20-1,20.0,1000.0,0.08333333333333333,0.0625,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.041666666666666664,0.020833333333333332,0.0,0.0,0.041666666666666664,0.10416666666666666,0.16666666666666666,0.29166666666666663,,,,,,,,,,,,,,,,,,,,
A1R5JNC2LO6X1S,20-1,20.0,1000.0,0.7083333333333333,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,,,,,,,,,,,,,,,,,,,,
A1SUTNVLSFPXFK,20-1,20.0,1000.0,0.2708333333333333,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08712121212121213,0.23674242424242425,,,,,,,,,,,,,,,,,,,,
A1V91Z2CQKMR55,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.125,0.08333333333333333,0.16666666666666666,0.1875,0.3541666666666667,,,,,,,,,,,,,,,,,,,,
A1YFL5HXPZ7MVV,20-1,20.0,1000.0,0.08333333333333333,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.10416666666666666,0.0625,0.0625,0.041666666666666664,0.14583333333333331,0.22916666666666669,,,,,,,,,,,,,,,,,,,,
A22UMPYYQBXT0F,20-1,20.0,1000.0,0.12499999999999999,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14583333333333334,0.6666666666666666,,,,,,,,,,,,,,,,,,,,
A26M997VYVK0E6,20-1,20.0,1000.0,0.041666666666666664,0.6666666666666667,0.22916666666666666,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A277V4SHQB8JRS,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.125,0.18749999999999997,0.2708333333333333,0.3541666666666667,0.0,,,,,,,,,,,,,,,,,,,,
