subject,strategy,condition,l_length,pres_rate,scl
A389UA2GRCJ6,prim,20-2,20.0,2000.0,0.4990998506604095
A3A7XOKH39SYOI,prim,20-2,20.0,2000.0,0.497206496306949
A3B0CMCBWAND7,rec,20-2,20.0,2000.0,0.5471205141613333
A3C4WGE4SOGM1,ns,20-2,20.0,2000.0,0.5208077371421989
A3CKVVGWBS4NGU,prim,20-2,20.0,2000.0,0.49824366429027456
A3GDVKIN7ZGUG9,rec,20-2,20.0,2000.0,0.5256445631188715
A3HE29W5IDR394,rec,20-2,20.0,2000.0,0.5933485615700201
A3I1SGVY37KR4A,ns,20-2,20.0,2000.0,0.4984965673716957
A3J5HRXH4F64SP,ns,20-2,20.0,2000.0,0.5436435347085858
A3LVLZS8S41ZD7,rec,20-2,20.0,2000.0,0.605256870983388
A3LXARU55PR281,ns,20-2,20.0,2000.0,0.5590670019514092
A3TR3KIRG5PCZ8,prim,20-2,20.0,2000.0,0.4895297453032856
A3U2A632YWEX7B,prim,20-2,20.0,2000.0,0.49658537737101116
A3U69MNO1JC7V4,rec,20-2,20.0,2000.0,0.5283948264642073
A3UMHUWJKRGKNR,rec,20-2,20.0,2000.0,0.5170605164478596
A3VW5PI9ZX9DOD,ns,20-2,20.0,2000.0,0.48309582007169133
A4HWADFPGP45G,ns,20-2,20.0,2000.0,0.4834880696598
AFRKVRPZ2RHY8,rec,20-2,20.0,2000.0,0.5161334506119832
AHZCC2V399WUN,ns,20-2,20.0,2000.0,0.5120979441336275
AJABAPM32ETMN,rec,20-2,20.0,2000.0,0.49439383959690125
AK1EF4NACR1UJ,prim,20-2,20.0,2000.0,0.4915774323314684
AKIT35WR8HEQ3,prim,20-2,20.0,2000.0,0.5253081549549847
AP9WIQ4P78XLH,rec,20-2,20.0,2000.0,0.509667860147355
AR9AU5FY1S3RO,rec,20-2,20.0,2000.0,0.5305334241568416
AXCDKBG1R43GE,ns,20-2,20.0,2000.0,0.53475761593338
A102WSFN62OS6I,ns,40-1,40.0,1000.0,0.5091068841202891
A13WTEQ06V3B6D,rec,40-1,40.0,1000.0,0.5890332920640761
A178HXQENEAI65,rec,40-1,40.0,1000.0,0.5203774010807289
A1BLHM2IDH7DH4,prim,40-1,40.0,1000.0,0.48619269251019664
A1DJB12ZI46GPX,prim,40-1,40.0,1000.0,0.5107344967293242
A1DZMZTXWOM9MR,rec,40-1,40.0,1000.0,0.5310608465461214
A1EU59VMI8GL4K,rec,40-1,40.0,1000.0,0.5141472896425031
A1F0VEHWK3IAF4,ns,40-1,40.0,1000.0,0.49116459404348517
A1HGWCCIWP7AO0,ns,40-1,40.0,1000.0,0.4781819401811855
A1IL5P5H5VRW0D,prim,40-1,40.0,1000.0,0.5370716659672099
A1J5OW12TRQSOW,ns,40-1,40.0,1000.0,0.4651127134117932
A1KCSGTT6Y26LH,prim,40-1,40.0,1000.0,0.5246510692832216
A1RQ8PX7A0CH3C,rec,40-1,40.0,1000.0,0.5268540061621194
A1RY1N37JYUHBU,prim,40-1,40.0,1000.0,0.5368210558021526
A1S54RQW9FDK0X,ns,40-1,40.0,1000.0,0.5270952540887386
A1TG34GJ1WTN0C,prim,40-1,40.0,1000.0,0.5530891194125895
A1UH6A625GF5MD,prim,40-1,40.0,1000.0,0.5245857740415218
A1VHK9OFD7H8ZH,rec,40-1,40.0,1000.0,0.4848538751576972
A1ZLLYRW6GIVC7,rec,40-1,40.0,1000.0,0.5738457404365696
A20GJP9C5KC2ZU,ns,40-1,40.0,1000.0,0.5637274014312766
A23W5HVE02LM0E,prim,40-1,40.0,1000.0,0.5023886606421664
A2541C8MY0BYV3,rec,40-1,40.0,1000.0,0.514976203526515
A271830PNYAI2G,rec,40-1,40.0,1000.0,0.6319266839010096
A29JQ7VMQ1HKYP,ns,40-1,40.0,1000.0,0.48032677310416816
A2GUPBBFPPSXYR,prim,40-1,40.0,1000.0,0.49229859113106667
A2HRUFTA09371Y,rec,40-1,40.0,1000.0,0.5546788028417401
A2IK3H6MQ1QV6E,rec,40-1,40.0,1000.0,0.5546211731771159
A2L7RTYO4UMYDH,ns,40-1,40.0,1000.0,0.505125641410217
A2LI1OIR4BVJRW,prim,40-1,40.0,1000.0,0.5143678776082771
A2NEFRREWF33YP,rec,40-1,40.0,1000.0,0.5614915208893089
A2P8V5SKYLL5I4,rec,40-1,40.0,1000.0,0.49935909532890504
A2PSU15S8ZI3V5,prim,40-1,40.0,1000.0,0.5006902219300395
A2QUSCZS3RXGXE,ns,40-1,40.0,1000.0,0.5080023367124373
A2TUYGXQ15U6GO,prim,40-1,40.0,1000.0,0.4928810744163264
A2UEVNT8VQD1SA,ns,40-1,40.0,1000.0,0.5249085554300708
A2VR9O234UCT9T,rec,40-1,40.0,1000.0,0.6525341224443806
A2WCPERU8X385N,prim,40-1,40.0,1000.0,0.5186935037633742
A33GZS6SU4O20M,ns,40-1,40.0,1000.0,0.4989247939507736
A38I0E8UK53ME5,rec,40-1,40.0,1000.0,0.6046577958014825
A3BZH91MITQA5X,ns,40-1,40.0,1000.0,0.4932770683331742
A3NX66U9RAY2GQ,prim,40-1,40.0,1000.0,0.49169034566624803
A3O40YLW6MYU8C,prim,40-1,40.0,1000.0,0.4963802865127138
A3S2AUQWI7XWT4,prim,40-1,40.0,1000.0,0.49918637158193335
A3SA9LY6RXKFOI,prim,40-1,40.0,1000.0,0.5021426235022745
A3SLT6KVF0NXPH,prim,40-1,40.0,1000.0,0.5348242547974299
A3TNSJSXI464IT,ns,40-1,40.0,1000.0,0.491043108827794
A3TUJBPLJGTI5,rec,40-1,40.0,1000.0,0.5438300871898601
A3VL1CBZ3BGQK7,ns,40-1,40.0,1000.0,0.5396823716071336
A47VA451RDBV3,prim,40-1,40.0,1000.0,0.4876077865944732
A92KVBM20ZTU4,rec,40-1,40.0,1000.0,0.5885896821233102
AAF1SJ9FCBF75,rec,40-1,40.0,1000.0,0.5332792943390648
AAVFHZA708CSP,ns,40-1,40.0,1000.0,0.5055749373798017
ADL9KYXZGHUFO,ns,40-1,40.0,1000.0,0.47675366333698965
AFLRBB974KS6D,ns,40-1,40.0,1000.0,0.4980541385981573
AGB6853RIDWJ8,ns,40-1,40.0,1000.0,0.5429446708687384
AGLFNO1XKM8O8,rec,40-1,40.0,1000.0,0.5133503782592674
AH2C0LKV36ATT,prim,40-1,40.0,1000.0,0.4688183763336183
AKJN72HW14WTR,rec,40-1,40.0,1000.0,0.5835571849190337
AMIQGW2E3WYO4,rec,40-1,40.0,1000.0,0.5576213003561359
ANCTZADQC3D75,ns,40-1,40.0,1000.0,0.49746859262760024
AOQKJGXZ8QQD0,prim,40-1,40.0,1000.0,0.5156979777238465
AP3BTOBN8Y9EJ,rec,40-1,40.0,1000.0,0.5360784504258597
AQSYWZJVVMCGJ,prim,40-1,40.0,1000.0,0.5081401849293382
AR1IWBDA7MC86,rec,40-1,40.0,1000.0,0.5969549760644972
AR3MFFPQ39IXF,rec,40-1,40.0,1000.0,0.5591534820657954
ARL0T0MU9A65G,prim,40-1,40.0,1000.0,0.5045112289878095
ASVRLMDNQBUD9,rec,40-1,40.0,1000.0,0.5211132262340189
ATRRW34VN38IX,rec,40-1,40.0,1000.0,0.5329268414858912
AVSVIOR38JDM6,prim,40-1,40.0,1000.0,0.49010808016296203
AW0MG225VXWCN,rec,40-1,40.0,1000.0,0.5586002562351079
AW4PTI9P13WUB,prim,40-1,40.0,1000.0,0.5004576258027732
AXFCUZW85XUK1,ns,40-1,40.0,1000.0,0.49048734811703226
AYF9WH3AQIT86,prim,40-1,40.0,1000.0,0.4941371528059649
