subject,strategy,condition,l_length,pres_rate,fwd,bwd,asym
AJD90361AJO80,ns,20-1,20.0,1000.0,0.18054634045200083,0.08737373737373737,0.09317260307826347
AK52RXEJKR81A,ns,20-1,20.0,1000.0,0.24786349940438654,0.16883902546334487,0.07902447394104163
AMJAZPJBO936R,prim,20-1,20.0,1000.0,0.4463888137328087,0.24181818181818182,0.2045706319146269
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,0.3766335110746514,0.016968325791855206,0.3596651852827961
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,0.6843052966865923,0.04110373181530677,0.6432015648712857
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,0.18852813852813852,0.0,0.18852813852813852
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,0.35168269230769234,0.05157962604771116,0.3001030662599812
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,0.3153764320785597,0.07485119047619047,0.24052524160236927
AZZA3J049G7R5,rec,20-1,20.0,1000.0,0.5005411255411255,0.3157894736842105,0.18475165185691503
A102RSV009OCUW,prim,15-2,15.0,2000.0,0.7647231142566149,0.016666666666666666,0.7480564475899483
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,0.3940476190476191,0.43678160919540227,-0.042733990147783216
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,0.1754755918709407,0.24462455436720143,-0.06914896249626071
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,0.35805681693839586,0.2751310006761325,0.08292581626226336
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,0.26130368814192345,0.12854251012145748,0.13276117802046594
A151XA53WYXVD7,prim,15-2,15.0,2000.0,0.6255232664055486,0.16101280500100826,0.4645104614045403
A1618RA11ZOD8Y,rec,15-2,15.0,2000.0,0.34965473948524795,0.28364680520570346,0.06600793427954449
A19X8IA9EKC3XH,ns,15-2,15.0,2000.0,0.6126094273804233,0.16898148148148148,0.44362794589894194
A1CFMY4CEYOM8Y,rec,15-2,15.0,2000.0,0.3598861283643892,0.15245098039215688,0.2074351479722324
A1E0K2VGY2684V,ns,15-2,15.0,2000.0,0.39386404734506,0.15323886639676115,0.24062518094829885
A1NQOR4RQJJDMW,ns,15-2,15.0,2000.0,0.755320442369079,0.43990616409769295,0.31541427827138613
A1PZIN8H1VI6SY,prim,15-2,15.0,2000.0,0.7449082476305707,0.022762345679012346,0.7221459019515583
A1QRIZY9WJW3R1,prim,15-2,15.0,2000.0,0.6933170995670996,0.0,0.6933170995670996
A1QXJZFA5NVGM3,prim,15-2,15.0,2000.0,0.8935705368289637,0.041666666666666664,0.8519038701622971
A1ROEDVMTO9Y3X,ns,15-2,15.0,2000.0,0.6750819217584191,0.36055113458572474,0.31453078717269434
A1SCF3L6LTFQHF,prim,15-2,15.0,2000.0,0.9136105324836324,0.03128623188405797,0.8823243005995745
A1T7EB1WEDCMXV,ns,15-2,15.0,2000.0,0.5332904982844173,0.12077294685990338,0.4125175514245139
A1TR2AOKWGQ78A,ns,15-2,15.0,2000.0,0.33214285714285713,0.1990552871712292,0.13308756997162796
A1UOP419O6P55R,prim,15-2,15.0,2000.0,0.928899046726051,0.013888888888888888,0.9150101578371621
A1WM3INNDW2776,ns,15-2,15.0,2000.0,0.2577380952380952,0.19141360809979624,0.06632448713829897
A1Z82Y9E6YWY80,ns,15-2,15.0,2000.0,0.3892557651991614,0.3368055555555555,0.052450209643605875
A2113B699TVADG,prim,15-2,15.0,2000.0,0.8128756722556153,0.0,0.8128756722556153
A219SZBLCCCXN9,prim,15-2,15.0,2000.0,0.4849566181248328,0.1145124716553288,0.37044414646950397
A22GYYJXTS5KBH,ns,15-2,15.0,2000.0,0.5806171229900042,0.12578068264342776,0.45483644034657655
A22Y78RVB8UFTD,ns,15-2,15.0,2000.0,0.4302995391705069,0.060123784261715295,0.3701757549087916
A233LLG8YAXWF,rec,15-2,15.0,2000.0,0.4181770092460882,0.17140444015444015,0.24677256909164805
A24GX1OZE6AY04,ns,15-2,15.0,2000.0,0.5678941982476643,0.22730340334482033,0.34059079490284394
A26MT7KJ7NJLRN,ns,15-2,15.0,2000.0,0.17806342632955535,0.08720589890802657,0.0908575274215288
A26T0U2Y6LZOF3,rec,15-2,15.0,2000.0,0.4208924949290061,0.2659090909090909,0.15498340401991517
A29J4LL0MQL3AC,prim,15-2,15.0,2000.0,0.7665910212980207,0.02685185185185185,0.7397391694461689
A2G4R0GS677RC2,rec,15-2,15.0,2000.0,0.05,0.5013736263736264,-0.4513736263736264
A2IV3SSVTU90BN,ns,15-2,15.0,2000.0,0.27951998184299676,0.16482805842970177,0.11469192341329498
A2KZN3UH5NGC9,rec,15-2,15.0,2000.0,0.4195899885555058,0.2099085299181322,0.2096814586373736
A2MBFIAGBPU5NG,prim,15-2,15.0,2000.0,0.4501711831911591,0.07756410256410257,0.3726070806270565
A2O86E23R5T4YO,prim,15-2,15.0,2000.0,0.8448661400043889,0.04583333333333334,0.7990328066710555
A2PTABUVOUYAH5,ns,15-2,15.0,2000.0,0.6074563616184038,0.10931140618640618,0.4981449554319976
A2R75YFKVALBXE,rec,15-2,15.0,2000.0,0.24862579281183933,0.24000000000000002,0.008625792811839297
A2RU1Q3C9VHBAO,prim,15-2,15.0,2000.0,0.5362040133779264,0.14234496124031007,0.39385905213761635
A2RVG8Y97DE0GM,prim,15-2,15.0,2000.0,0.9454537529991582,0.0125,0.9329537529991583
A2UJ9GDNVPX99C,prim,15-2,15.0,2000.0,0.6804446010860484,0.0,0.6804446010860484
A2UYZFH5VT5R3H,rec,15-2,15.0,2000.0,0.1778553265370403,0.3095568783068783,-0.131701551769838
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,0.4816994725039267,0.0078125,0.4738869725039267
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,0.47077087149329994,0.25164761728514734,0.2191232542081526
A310Y949ILSN3P,prim,15-2,15.0,2000.0,0.869780633828436,0.0519124785114774,0.8178681553169586
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,0.4304239200515796,0.06340579710144928,0.3670181229501303
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,0.754303909389025,0.0,0.754303909389025
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,0.5059040344901,0.14661678594664931,0.35928724854345073
A34IPEKX5WXJIN,prim,15-2,15.0,2000.0,0.5202068975297087,0.1661227661227661,0.3540841314069426
A34YNEN8UUI3CD,ns,15-2,15.0,2000.0,0.47250518770043387,0.09477678571428572,0.3777284019861482
A35VI4SE31HD17,prim,15-2,15.0,2000.0,0.5977690669763841,0.0125,0.585269066976384
A36S0DI86PL4J6,prim,15-2,15.0,2000.0,0.8962733776425168,0.0,0.8962733776425168
A384KX8MUIJSTJ,ns,15-2,15.0,2000.0,0.5364270174897647,0.11160714285714285,0.42481987463262194
A38DHLB88V8DL8,rec,15-2,15.0,2000.0,0.4691605804204575,0.4467302699037347,0.0224303105167228
A3AWQ3AACIPXM2,ns,15-2,15.0,2000.0,0.55,0.2857142857142857,0.2642857142857143
A3BA2WMGN6KHUU,ns,15-2,15.0,2000.0,0.6697432521395655,0.14,0.5297432521395655
A3BN69Q9D7RQGR,ns,15-2,15.0,2000.0,0.2892676767676768,0.11285024154589371,0.17641743522178305
A3C25IBTLB60RQ,prim,15-2,15.0,2000.0,0.810124049619848,0.06724137931034482,0.7428826703095032
A3FOKP72T5I4FR,ns,15-2,15.0,2000.0,0.34441707717569786,0.16230936819172115,0.1821077089839767
A3HBB9JT9WVZS4,ns,15-2,15.0,2000.0,0.3664814849136333,0.25326709631220906,0.11321438860142424
A3HOPYBWSR1TWR,prim,15-2,15.0,2000.0,0.5927939817769592,0.008620689655172414,0.5841732921217868
A3IBDJ12CRTQQN,prim,15-2,15.0,2000.0,0.7563772806419865,0.0,0.7563772806419865
A3IHTJXHWPQ2JR,rec,15-2,15.0,2000.0,0.243774262066945,0.5615243449058019,-0.317750082838857
A3MWLHSW9B9RHU,prim,15-2,15.0,2000.0,0.9558944783153014,0.02232142857142857,0.9335730497438728
A3ORKXM3WG8QJ9,prim,15-2,15.0,2000.0,0.8953672435626847,0.0,0.8953672435626847
A3P52W1SBJUT5N,ns,15-2,15.0,2000.0,0.2861247947454844,0.16357294891640867,0.12255184582907572
A3U27ZHUGOPIAN,prim,15-2,15.0,2000.0,0.466952537593985,0.1225071225071225,0.34444541508686244
A3UA50A6GKNAMR,prim,15-2,15.0,2000.0,0.5361187992335533,0.14015500628403854,0.3959637929495148
A3UE8ANAIM7F15,ns,15-2,15.0,2000.0,0.3898840893406111,0.10962651727357609,0.280257572067035
A3UGB3B1S74HR9,prim,15-2,15.0,2000.0,0.6011910027168762,0.0078125,0.5933785027168762
A3UUW04QL49RSC,prim,15-2,15.0,2000.0,0.7183522727272728,0.0,0.7183522727272728
A6HDSE80LQPR8,rec,15-2,15.0,2000.0,0.3833333333333333,0.16602316602316602,0.2173101673101673
AAOOH6P4HHSCS,prim,15-2,15.0,2000.0,0.7105527497194164,0.017857142857142856,0.6926956068622735
ADGJXUEMPLTMS,prim,15-2,15.0,2000.0,0.38468359597391855,0.03553921568627451,0.34914438028764405
AEF1G6YE8RIB8,prim,15-2,15.0,2000.0,0.6381758918323807,0.07065217391304347,0.5675237179193372
AERGHZBQFT309,ns,15-2,15.0,2000.0,0.5092513211281905,0.13103145773099067,0.3782198633971998
AESZJEZTZEW01,ns,15-2,15.0,2000.0,0.5206349206349207,0.09316770186335403,0.4274672187715666
AEX1I7K7OVHHC,rec,15-2,15.0,2000.0,0.20921590486807876,0.4913978494623656,-0.2821819445942868
AEXRVIK8SKB4V,prim,15-2,15.0,2000.0,0.6324728260869565,0.0,0.6324728260869565
AF0W4ZBY7VXOU,rec,15-2,15.0,2000.0,0.36091628066112225,0.14160423925667828,0.21931204140444394
AFZGUWYLC0NG0,ns,15-2,15.0,2000.0,0.4017413162150004,0.061234817813765184,0.34050649840123526
AGANKP4PUZ4NC,prim,15-2,15.0,2000.0,0.3459076898118105,0.0375,0.30840768981181055
AHY3YAYJLTW32,rec,15-2,15.0,2000.0,0.34578334306595176,0.19393015521064302,0.1518531878553087
AL9SYQEUTNJXT,prim,15-2,15.0,2000.0,0.7935147180762853,0.125,0.6685147180762853
ALDQRWYZ8KQ9A,rec,15-2,15.0,2000.0,0.49318410462776663,0.257599503766301,0.23558460086146565
AM65LGXJBTJ0I,ns,15-2,15.0,2000.0,0.5015299740909497,0.18815905667238064,0.31337091741856904
AOIR8V07FYMH5,rec,15-2,15.0,2000.0,0.2090137575602692,0.28381004156866224,-0.07479628400839307
AR0VJ5XRG16UJ,rec,15-2,15.0,2000.0,0.3966509680795395,0.3378561736770692,0.05879479440247032
AU5UJIZ3TLI5M,rec,15-2,15.0,2000.0,0.47569709702062646,0.20403061224489794,0.2716664847757285
AW2UVK63OLFW,ns,15-2,15.0,2000.0,0.3530739149019744,0.1943287037037037,0.15874521119827067
AW5O1RK3W60FC,rec,15-2,15.0,2000.0,0.4066925801241511,0.18861465040561678,0.2180779297185343
AWRY5SC68T0DC,prim,15-2,15.0,2000.0,0.6838622069754146,0.009259259259259259,0.6746029477161553
AWTCGY2CL1T68,prim,15-2,15.0,2000.0,0.7597355856587542,0.0239010989010989,0.7358344867576553
AXSBX0MCQNG3A,prim,15-2,15.0,2000.0,0.7705575459023735,0.0,0.7705575459023735
A14WLAP6TCEKO0,rec,30-1,30.0,1000.0,0.29923694424841213,0.12085380835380835,0.17838313589460378
A15V9BXNJXZXZX,ns,30-1,30.0,1000.0,0.20437036197813402,0.10398594331910255,0.10038441865903147
A16335MOISDG1F,rec,30-1,30.0,1000.0,0.4948682598039216,0.09031007300403852,0.40455818679988303
A17FJLW818UEQU,rec,30-1,30.0,1000.0,0.17537199142364301,0.06078930998181644,0.1145826814418266
A186PT9ZLO5EJD,prim,30-1,30.0,1000.0,0.6437254901960785,0.0,0.6437254901960785
A1AS1H21O9896X,ns,30-1,30.0,1000.0,0.2344601711652403,0.025523088023088024,0.20893708314215229
A1AYTKAQT201ZV,prim,30-1,30.0,1000.0,0.43558371427326087,0.013598270524180634,0.42198544374908026
A1EII5EWOTBDK9,rec,30-1,30.0,1000.0,0.1229222788672286,0.08984892300681774,0.033073355860410866
A1F9KLZGHE9DTA,rec,30-1,30.0,1000.0,0.25998622589531684,0.14558479665805343,0.11440142923726337
A1IGKJ200N82S9,rec,30-1,30.0,1000.0,0.21781280479924278,0.081527398975102,0.13628540582414078
A1KGUJMWDCPSYG,rec,30-1,30.0,1000.0,0.18111470826617126,0.06804799604156359,0.11306671222460768
A1M1E62KXCDNL0,ns,30-1,30.0,1000.0,0.09663187855787476,0.09394041013759323,0.0026914684202815307
A1MG8KNVSVZ365,prim,30-1,30.0,1000.0,0.34004226670886745,0.04617279876808007,0.2938694679407874
A1MKEILXWWLBW2,rec,30-1,30.0,1000.0,0.49233051328639565,0.14591165413533835,0.3464188591510573
A1O67YS3DU0ZHX,rec,30-1,30.0,1000.0,0.5706107774750733,0.19510366542018626,0.37550711205488707
