subject,strategy,condition,l_length,pres_rate,rot,irt
A2KHR0GTA0DBWI,rec,20-2,20.0,2000.0,-3,5611.38768939394
A2KT30RCVX67ZS,prim,20-2,20.0,2000.0,-3,2981.6550000041725
A2MMGDAA7JJKIE,prim,20-2,20.0,2000.0,-3,5203.089404798122
A2MOKIEQZ0OF2M,prim,20-2,20.0,2000.0,-3,5446.261111110992
A2NZ783AY1LBPW,prim,20-2,20.0,2000.0,-3,5382.015972224685
A2NZAL7KHOR6VF,rec,20-2,20.0,2000.0,-3,3410.8944444429544
A2OOS7IXSKJFFI,ns,20-2,20.0,2000.0,-3,3583.2999999523163
A2P2YEHX1FXD20,rec,20-2,20.0,2000.0,-3,4851.599999999999
A2QHI85LQPJZYP,prim,20-2,20.0,2000.0,-3,2876.6222222222223
A2SSY7MHPDQVUS,prim,20-2,20.0,2000.0,-3,2212.0272727175193
A2UX2W49R55PH4,prim,20-2,20.0,2000.0,-3,5590.0
A2VIKCIM9TZL22,rec,20-2,20.0,2000.0,-3,2399.733333293597
A2XGHLVP2C1FVA,ns,20-2,20.0,2000.0,-3,5584.891111096119
A2XVLOZY7FJCC2,rec,20-2,20.0,2000.0,-3,5739.832539683213
A2ZVBFH732LYXQ,prim,20-2,20.0,2000.0,-3,4055.6250000000773
A304UJAE051J89,rec,20-2,20.0,2000.0,-3,3216.7160714285715
A312HQ3OU0EYTB,rec,20-2,20.0,2000.0,-3,3650.6666666666665
A35S8HPY0V445,ns,20-2,20.0,2000.0,-3,4494.735416659465
A37GOI3N77WX21,ns,20-2,20.0,2000.0,-3,3632.410681816965
A389UA2GRCJ6,prim,20-2,20.0,2000.0,-3,3948.0208333333335
A3A7XOKH39SYOI,prim,20-2,20.0,2000.0,-3,3530.0013890204923
A3B0CMCBWAND7,rec,20-2,20.0,2000.0,-3,3973.5542929257936
A3C4WGE4SOGM1,ns,20-2,20.0,2000.0,-3,4079.7145832611454
A3CKVVGWBS4NGU,prim,20-2,20.0,2000.0,-3,3785.191964287843
A3GDVKIN7ZGUG9,rec,20-2,20.0,2000.0,-3,6905.923611111111
A3HE29W5IDR394,rec,20-2,20.0,2000.0,-3,3396.5069444444443
A3I1SGVY37KR4A,ns,20-2,20.0,2000.0,-3,7099.527777777777
A3J5HRXH4F64SP,ns,20-2,20.0,2000.0,-3,
A3LVLZS8S41ZD7,rec,20-2,20.0,2000.0,-3,3400.125
A3LXARU55PR281,ns,20-2,20.0,2000.0,-3,4410.991666666667
A3TR3KIRG5PCZ8,prim,20-2,20.0,2000.0,-3,2312.53125
A3U2A632YWEX7B,prim,20-2,20.0,2000.0,-3,4594.7116662502285
A3U69MNO1JC7V4,rec,20-2,20.0,2000.0,-3,3838.066666666667
A3UMHUWJKRGKNR,rec,20-2,20.0,2000.0,-3,5796.63645832551
A3VW5PI9ZX9DOD,ns,20-2,20.0,2000.0,-3,4198.706666684151
A4HWADFPGP45G,ns,20-2,20.0,2000.0,-3,5335.0160713933765
AFRKVRPZ2RHY8,rec,20-2,20.0,2000.0,-3,1936.7954545508733
AHZCC2V399WUN,ns,20-2,20.0,2000.0,-3,3498.36736105548
AJABAPM32ETMN,rec,20-2,20.0,2000.0,-3,4862.0
AK1EF4NACR1UJ,prim,20-2,20.0,2000.0,-3,4208.644791608056
AKIT35WR8HEQ3,prim,20-2,20.0,2000.0,-3,5085.485625010077
AP9WIQ4P78XLH,rec,20-2,20.0,2000.0,-3,2873.6805555558867
AR9AU5FY1S3RO,rec,20-2,20.0,2000.0,-3,5308.100198413562
AXCDKBG1R43GE,ns,20-2,20.0,2000.0,-3,4330.77611111203
A102WSFN62OS6I,ns,40-1,40.0,1000.0,-3,3571.6279461279464
A13WTEQ06V3B6D,rec,40-1,40.0,1000.0,-3,4233.742857145411
A178HXQENEAI65,rec,40-1,40.0,1000.0,-3,3435.2340277665194
A1BLHM2IDH7DH4,prim,40-1,40.0,1000.0,-3,5583.352380952381
A1DJB12ZI46GPX,prim,40-1,40.0,1000.0,-3,5103.975
A1DZMZTXWOM9MR,rec,40-1,40.0,1000.0,-3,7669.645833333489
A1EU59VMI8GL4K,rec,40-1,40.0,1000.0,-3,4861.967424242424
A1F0VEHWK3IAF4,ns,40-1,40.0,1000.0,-3,4609.024999976158
A1HGWCCIWP7AO0,ns,40-1,40.0,1000.0,-3,4265.015925920577
A1IL5P5H5VRW0D,prim,40-1,40.0,1000.0,-3,4522.943749991804
A1J5OW12TRQSOW,ns,40-1,40.0,1000.0,-3,3936.076190473541
A1KCSGTT6Y26LH,prim,40-1,40.0,1000.0,-3,3971.5753968253966
A1RQ8PX7A0CH3C,rec,40-1,40.0,1000.0,-3,4207.208333333333
A1RY1N37JYUHBU,prim,40-1,40.0,1000.0,-3,5449.323888887299
A1S54RQW9FDK0X,ns,40-1,40.0,1000.0,-3,3768.073214285714
A1TG34GJ1WTN0C,prim,40-1,40.0,1000.0,-3,7997.3111111621065
A1UH6A625GF5MD,prim,40-1,40.0,1000.0,-3,4174.739312770563
A1VHK9OFD7H8ZH,rec,40-1,40.0,1000.0,-3,4169.75
A1ZLLYRW6GIVC7,rec,40-1,40.0,1000.0,-3,2345.35000000149
A20GJP9C5KC2ZU,ns,40-1,40.0,1000.0,-3,5428.593333419164
A23W5HVE02LM0E,prim,40-1,40.0,1000.0,-3,4700.217023837283
A2541C8MY0BYV3,rec,40-1,40.0,1000.0,-3,3214.8479166667908
A271830PNYAI2G,rec,40-1,40.0,1000.0,-3,5515.892592592648
A29JQ7VMQ1HKYP,ns,40-1,40.0,1000.0,-3,4025.0087500214577
A2GUPBBFPPSXYR,prim,40-1,40.0,1000.0,-3,5281.517316017316
A2HRUFTA09371Y,rec,40-1,40.0,1000.0,-3,3727.2715152779015
A2IK3H6MQ1QV6E,rec,40-1,40.0,1000.0,-3,4152.715340906923
A2L7RTYO4UMYDH,ns,40-1,40.0,1000.0,-3,6749.992424242424
A2LI1OIR4BVJRW,prim,40-1,40.0,1000.0,-3,4746.4218749344345
A2NEFRREWF33YP,rec,40-1,40.0,1000.0,-3,3448.9058712145143
A2P8V5SKYLL5I4,rec,40-1,40.0,1000.0,-3,4770.875000019868
A2PSU15S8ZI3V5,prim,40-1,40.0,1000.0,-3,4501.2141667114365
A2QUSCZS3RXGXE,ns,40-1,40.0,1000.0,-3,3382.030965852015
A2TUYGXQ15U6GO,prim,40-1,40.0,1000.0,-3,4399.733333333334
A2UEVNT8VQD1SA,ns,40-1,40.0,1000.0,-3,5514.6311868692965
A2VR9O234UCT9T,rec,40-1,40.0,1000.0,-3,3161.9012500010003
A2WCPERU8X385N,prim,40-1,40.0,1000.0,-3,4981.1729464090295
A33GZS6SU4O20M,ns,40-1,40.0,1000.0,-3,3708.5734126984125
A38I0E8UK53ME5,rec,40-1,40.0,1000.0,-3,8026.098544973545
A3BZH91MITQA5X,ns,40-1,40.0,1000.0,-3,4873.87654762041
A3NX66U9RAY2GQ,prim,40-1,40.0,1000.0,-3,3003.925
A3O40YLW6MYU8C,prim,40-1,40.0,1000.0,-3,5987.41875
A3S2AUQWI7XWT4,prim,40-1,40.0,1000.0,-3,4001.4583333333335
A3SA9LY6RXKFOI,prim,40-1,40.0,1000.0,-3,7460.075
A3SLT6KVF0NXPH,prim,40-1,40.0,1000.0,-3,5002.826388888889
A3TNSJSXI464IT,ns,40-1,40.0,1000.0,-3,4516.91374999759
A3TUJBPLJGTI5,rec,40-1,40.0,1000.0,-3,2473.5
A3VL1CBZ3BGQK7,ns,40-1,40.0,1000.0,-3,2716.833333339542
A47VA451RDBV3,prim,40-1,40.0,1000.0,-3,5245.805476187383
A92KVBM20ZTU4,rec,40-1,40.0,1000.0,-3,4534.315387213029
AAF1SJ9FCBF75,rec,40-1,40.0,1000.0,-3,5719.8625
AAVFHZA708CSP,ns,40-1,40.0,1000.0,-3,3573.3958333333335
ADL9KYXZGHUFO,ns,40-1,40.0,1000.0,-3,5237.333333333334
AFLRBB974KS6D,ns,40-1,40.0,1000.0,-3,3388.4964285833494
AGB6853RIDWJ8,ns,40-1,40.0,1000.0,-3,3963.0638095160325
AGLFNO1XKM8O8,rec,40-1,40.0,1000.0,-3,4237.459999990836
AH2C0LKV36ATT,prim,40-1,40.0,1000.0,-3,3737.1555555555556
AKJN72HW14WTR,rec,40-1,40.0,1000.0,-3,3908.3125
AMIQGW2E3WYO4,rec,40-1,40.0,1000.0,-3,4053.1319444444443
ANCTZADQC3D75,ns,40-1,40.0,1000.0,-3,4481.716666666667
AOQKJGXZ8QQD0,prim,40-1,40.0,1000.0,-3,5306.482698410164
AP3BTOBN8Y9EJ,rec,40-1,40.0,1000.0,-3,6640.961855155135
AQSYWZJVVMCGJ,prim,40-1,40.0,1000.0,-3,3628.83428030303
AR1IWBDA7MC86,rec,40-1,40.0,1000.0,-3,3325.7107142908944
AR3MFFPQ39IXF,rec,40-1,40.0,1000.0,-3,5447.363636383685
ARL0T0MU9A65G,prim,40-1,40.0,1000.0,-3,5507.537247474747
ASVRLMDNQBUD9,rec,40-1,40.0,1000.0,-3,4500.455000000198
ATRRW34VN38IX,rec,40-1,40.0,1000.0,-3,7285.454999876022
AVSVIOR38JDM6,prim,40-1,40.0,1000.0,-3,3911.9500000476837
AW0MG225VXWCN,rec,40-1,40.0,1000.0,-3,6492.877083288771
AW4PTI9P13WUB,prim,40-1,40.0,1000.0,-3,5057.076041653752
AXFCUZW85XUK1,ns,40-1,40.0,1000.0,-3,3556.815000010841
AYF9WH3AQIT86,prim,40-1,40.0,1000.0,-3,4070.0142857006617
A10HW8JXM17XLD,rec,10-2,10.0,2000.0,-2,5098.432916667126
A12K1ADYMRSWMJ,prim,10-2,10.0,2000.0,-2,5566.075416745812
A14E4ISXVJVY6F,prim,10-2,10.0,2000.0,-2,4120.0241072041645
A169XTOCOMO1MV,ns,10-2,10.0,2000.0,-2,2989.4559523818275
A18NXRDHQ0ZSOY,ns,10-2,10.0,2000.0,-2,4547.223849184338
A1969Q0R4Y0E3J,rec,10-2,10.0,2000.0,-2,3061.568181818182
A1AKL5YH9NLD2V,ns,10-2,10.0,2000.0,-2,2724.2968750001064
A1ARWNTZHGFG8Y,prim,10-2,10.0,2000.0,-2,5330.864732310885
A1F0R1MSPTXHHV,ns,10-2,10.0,2000.0,-2,4030.3000000218553
A1GRPIBHW72HDU,rec,10-2,10.0,2000.0,-2,3872.2507575757572
A1I9RLJQ0BYN21,prim,10-2,10.0,2000.0,-2,2902.818571400642
A1NG504QI5LI62,prim,10-2,10.0,2000.0,-2,4119.045833333334
A1NQ2A0UDW719R,prim,10-2,10.0,2000.0,-2,3700.75
A1P00XZZG7EEEM,prim,10-2,10.0,2000.0,-2,3269.8999999910593
A1RFDB2WUV7QRO,ns,10-2,10.0,2000.0,-2,3094.2312499986065
A1V2H0UF94ATWY,rec,10-2,10.0,2000.0,-2,3971.419545454564
A1W7T8V97ZPUH0,prim,10-2,10.0,2000.0,-2,3840.4190476190474
A1WJIRT360P5VB,rec,10-2,10.0,2000.0,-2,3737.9110100986904
A1WPGNK8Y65BV3,ns,10-2,10.0,2000.0,-2,2721.632083329372
A1XMGLCK09Z0DW,ns,10-2,10.0,2000.0,-2,2197.440340909091
A1YA2FCN3KEK36,prim,10-2,10.0,2000.0,-2,3836.925694445769
A20GD3EBBTBYY2,rec,10-2,10.0,2000.0,-2,5924.366477272727
A24BRTWG07T53Z,prim,10-2,10.0,2000.0,-2,3652.761111111111
A27QXQ22F9ODSP,prim,10-2,10.0,2000.0,-2,5568.3234126984125
A27T2Z568L69U1,prim,10-2,10.0,2000.0,-2,5392.014880952381
A282UM3NAIM0YO,ns,10-2,10.0,2000.0,-2,4045.3916666666664
A2BREH6STESM0G,rec,10-2,10.0,2000.0,-2,2954.877500001698
A2FLBMZ38IZ2SQ,prim,10-2,10.0,2000.0,-2,5149.361309480099
A2FM1N5AOMVTGL,prim,10-2,10.0,2000.0,-2,4270.243571383613
A2FYFCD16Z3PCC,rec,10-2,10.0,2000.0,-2,3560.537499997765
A2H8PEGI28NKZD,ns,10-2,10.0,2000.0,-2,3151.167708333271
A2I6ZALE49CVSC,prim,10-2,10.0,2000.0,-2,3498.235000000859
A2KPEUCEE2M05G,prim,10-2,10.0,2000.0,-2,2502.454545450632
A2LJ1FRUYGW469,ns,10-2,10.0,2000.0,-2,5302.688068221362
A2M183CETUMR96,rec,10-2,10.0,2000.0,-2,3348.5073232321947
A2MUOD1JHWJ735,ns,10-2,10.0,2000.0,-2,3738.5739582814276
A2NXMRPHG86N2T,ns,10-2,10.0,2000.0,-2,3744.5982954547976
A2PQDK3MLDFXYM,rec,10-2,10.0,2000.0,-2,4181.737777776096
A2QRJKXTK4JDD8,ns,10-2,10.0,2000.0,-2,5161.041666666666
A2R970Q1Q2A6DJ,prim,10-2,10.0,2000.0,-2,6153.281666641435
A2VIKZ73Y5ABHM,ns,10-2,10.0,2000.0,-2,2282.885714285714
A2WYZLG8J526TQ,prim,10-2,10.0,2000.0,-2,4389.0
A33X52IN60MSOE,rec,10-2,10.0,2000.0,-2,6715.422142859441
A348NEQKS6VNIB,rec,10-2,10.0,2000.0,-2,4762.77999999606
A349BBTU7L597J,prim,10-2,10.0,2000.0,-2,5731.999999925494
A3C8JI69WPTKWH,rec,10-2,10.0,2000.0,-2,2572.937499983236
A3CE7DTHIB76UK,ns,10-2,10.0,2000.0,-2,5740.620714277402
A3G55RJTW3BSGM,ns,10-2,10.0,2000.0,-2,1280.4400081536405
A3GC5Q5CLI4NWZ,prim,10-2,10.0,2000.0,-2,5742.123214285714
A3J55BJGV95JKH,ns,10-2,10.0,2000.0,-2,3942.981856069104
A3MJQ51KN9CMQ4,prim,10-2,10.0,2000.0,-2,3728.526984126984
A3MOL1L9V4BUGH,ns,10-2,10.0,2000.0,-2,4422.640416650598
A3NAONPCTVT6P1,rec,10-2,10.0,2000.0,-2,4268.808928571216
A3PJY7THMUIR4M,ns,10-2,10.0,2000.0,-2,3510.2333333333336
A3VV3MW68CALXS,prim,10-2,10.0,2000.0,-2,5626.166666666666
A489K1IFOM4JW,prim,10-2,10.0,2000.0,-2,5372.702777777778
A49HPQ9P5AHU4,rec,10-2,10.0,2000.0,-2,2067.661111103164
A55MEA9LQASZH,rec,10-2,10.0,2000.0,-2,4261.56875000534
A5P12YJP805RG,rec,10-2,10.0,2000.0,-2,2825.5788888527286
A5TWD5QD99GZY,rec,10-2,10.0,2000.0,-2,4195.77187499741
A63UHNWYOV5LE,ns,10-2,10.0,2000.0,-2,7630.0
AEP8U373W5Q54,prim,10-2,10.0,2000.0,-2,2967.8359524000257
AK2PMO5I7OCEK,prim,10-2,10.0,2000.0,-2,4898.114646464646
AKNU5D6QK7M72,prim,10-2,10.0,2000.0,-2,4042.2630555260926
AO5FQ7GY8DTR8,prim,10-2,10.0,2000.0,-2,6086.941666662693
ARIWYNIH12MLF,rec,10-2,10.0,2000.0,-2,5730.371645021787
AS4FVWL91C6HR,prim,10-2,10.0,2000.0,-2,5585.240151520013
AWJKR5GA7BS7V,ns,10-2,10.0,2000.0,-2,6314.325
AZ69TBTDH7AZS,rec,10-2,10.0,2000.0,-2,1975.1819047522922
AZ8NNCT4AODDN,prim,10-2,10.0,2000.0,-2,2879.913333368301
A10JXOU89D5RXR,ns,20-1,20.0,1000.0,-2,7917.178968278189
A111FTKAAJ5UMC,prim,20-1,20.0,1000.0,-2,6080.249007939021
A11EZAV2HRYKD5,prim,20-1,20.0,1000.0,-2,2333.68888897366
A157L6Z8QU3SDE,rec,20-1,20.0,1000.0,-2,2771.4863095238097
A16GIPTDMJAFTK,ns,20-1,20.0,1000.0,-2,3521.1040404040405
A17R7WX5B0CKK6,rec,20-1,20.0,1000.0,-2,5018.339880911633
A17WB66BXX4R0J,prim,20-1,20.0,1000.0,-2,4466.715277777777
A19QRXLWV5GKXN,rec,20-1,20.0,1000.0,-2,4270.0493506602
A1CKIYN01NV9GJ,ns,20-1,20.0,1000.0,-2,3819.7452380543664
A1HLDOM6JTYYI2,prim,20-1,20.0,1000.0,-2,2845.9416035353534
A1HR8IRDC07FO9,prim,20-1,20.0,1000.0,-2,4260.737499999999
A1J6CZ176U6GDT,rec,20-1,20.0,1000.0,-2,4332.111964269453
A1J9VZ372FV2QZ,rec,20-1,20.0,1000.0,-2,4323.906696486331
A1JI19KPIVNL3Y,ns,20-1,20.0,1000.0,-2,5906.461666666964
A1KH9VI2D0V43B,prim,20-1,20.0,1000.0,-2,4718.875
A1LJ4WAEDGELVL,rec,20-1,20.0,1000.0,-2,4035.7499999740076
A1OOCYEFLAJD98,ns,20-1,20.0,1000.0,-2,4274.936022726328
A1OW27AZS122X2,ns,20-1,20.0,1000.0,-2,4352.138573235466
A1R5JNC2LO6X1S,prim,20-1,20.0,1000.0,-2,3363.944444444445
A1SUTNVLSFPXFK,ns,20-1,20.0,1000.0,-2,4692.235833330949
A1V91Z2CQKMR55,rec,20-1,20.0,1000.0,-2,2285.7602380908315
A1YFL5HXPZ7MVV,ns,20-1,20.0,1000.0,-2,5097.150252532402
A22UMPYYQBXT0F,rec,20-1,20.0,1000.0,-2,2792.44236111583
A26M997VYVK0E6,prim,20-1,20.0,1000.0,-2,2012.5
A277V4SHQB8JRS,rec,20-1,20.0,1000.0,-2,2910.141071428571
A2E5PV1BHNG67N,ns,20-1,20.0,1000.0,-2,4778.28333334128
A2FQVRBXJZQAWT,prim,20-1,20.0,1000.0,-2,3387.35
A2GM1ZIBRBHBK7,ns,20-1,20.0,1000.0,-2,3312.0438888675635
A2ONILC0LZKG6Y,rec,20-1,20.0,1000.0,-2,6361.083333333333
A2QX1SJXQN1NV1,prim,20-1,20.0,1000.0,-2,5453.892857142857
A2QY653X9531JP,ns,20-1,20.0,1000.0,-2,4959.996874930603
A2RBF3IIJP15IH,rec,20-1,20.0,1000.0,-2,2748.5532467497937
A2RWLFIP23FZA7,prim,20-1,20.0,1000.0,-2,3355.3561507933255
A2SBZCFAVT83GN,rec,20-1,20.0,1000.0,-2,3884.4329004329006
A2SQGKP2REXOTN,prim,20-1,20.0,1000.0,-2,4675.441666666667
A2SQTRNQWDLU4F,ns,20-1,20.0,1000.0,-2,6584.5
A2SWQM5X54P1O5,ns,20-1,20.0,1000.0,-2,3469.647664157128
A2TG5ESEOPXAHI,prim,20-1,20.0,1000.0,-2,3666.485119044426
A2V6E7SGEU0EFD,ns,20-1,20.0,1000.0,-2,2047.9241883132365
A2VXT33Y2TQPOQ,prim,20-1,20.0,1000.0,-2,3470.833333333333
A2XDWB9NVYI3LQ,rec,20-1,20.0,1000.0,-2,3798.402777777778
A3026HLELYNW7U,rec,20-1,20.0,1000.0,-2,4307.216666666666
A351P2O6QGTCS,rec,20-1,20.0,1000.0,-2,3708.4325396975596
A39R5EBK7W916X,ns,20-1,20.0,1000.0,-2,7072.028571426868
A3D9PJ37U7LCHE,ns,20-1,20.0,1000.0,-2,3665.8166666991183
A3EVXSWHYA1PTT,rec,20-1,20.0,1000.0,-2,15683.400000000373
A3GIUDSA1IGTFV,ns,20-1,20.0,1000.0,-2,5996.906878356581
A3HXK0UGS1YDMC,prim,20-1,20.0,1000.0,-2,4767.590486110084
A3ITZNJQUTIZ4C,rec,20-1,20.0,1000.0,-2,7509.3837121222305
A3MHP4LZ3V88NF,prim,20-1,20.0,1000.0,-2,3640.4523809523807
A3NRIEMOJVVX4A,rec,20-1,20.0,1000.0,-2,1808.7083333313542
A3PEV3KN6F7JRG,ns,20-1,20.0,1000.0,-2,8777.133333357051
A3QKOYP52HYRH2,rec,20-1,20.0,1000.0,-2,3842.6238095238095
A3RFOODI4G4P4K,rec,20-1,20.0,1000.0,-2,6320.672673029543
A3RHJEMZ4EGY2U,rec,20-1,20.0,1000.0,-2,4511.942803032499
A3S76P3L3USWI1,prim,20-1,20.0,1000.0,-2,3308.6464285850525
A3USPFFWN1G5PF,rec,20-1,20.0,1000.0,-2,4823.280303030303
A50UY1556VDIA,ns,20-1,20.0,1000.0,-2,6565.65
A7R1OLLU1Z6RA,rec,20-1,20.0,1000.0,-2,3310.6817821230834
AEJU0MCYOQC77,prim,20-1,20.0,1000.0,-2,4533.313756613757
AHU3EE2Q05E18,prim,20-1,20.0,1000.0,-2,5255.0574495142155
AJD90361AJO80,ns,20-1,20.0,1000.0,-2,7773.287878787879
AK52RXEJKR81A,ns,20-1,20.0,1000.0,-2,3928.8566667965483
AMJAZPJBO936R,prim,20-1,20.0,1000.0,-2,5862.113750004768
AOQZVAH5FSKGE,prim,20-1,20.0,1000.0,-2,3745.483333333333
AQCJI23U1VBYD,prim,20-1,20.0,1000.0,-2,4159.054761910723
AQPFTUIJ0PW2N,prim,20-1,20.0,1000.0,-2,5243.666666666667
AXFCUZ1WQC2WY,ns,20-1,20.0,1000.0,-2,4862.833333333333
AY7M9MOLNXIIK,ns,20-1,20.0,1000.0,-2,4546.408333351214
AZZA3J049G7R5,rec,20-1,20.0,1000.0,-2,3099.5799999999817
A102RSV009OCUW,prim,15-2,15.0,2000.0,-2,4026.734523809524
A11BHGAKU0RIH8,rec,15-2,15.0,2000.0,-2,11343.453333333631
A13GBA16BNTN1A,rec,15-2,15.0,2000.0,-2,3699.5641414141414
A13THDIE8LTQ11,ns,15-2,15.0,2000.0,-2,3425.707936501692
A150QX2OXHGK8P,rec,15-2,15.0,2000.0,-2,7289.991071428572
A151XA53WYXVD7,prim,15-2,15.0,2000.0,-2,3646.7
A1618RA11ZOD8Y,rec,15-2,15.0,2000.0,-2,2911.291666679912
A19X8IA9EKC3XH,ns,15-2,15.0,2000.0,-2,2494.468928576101
A1CFMY4CEYOM8Y,rec,15-2,15.0,2000.0,-2,5201.26666666676
A1E0K2VGY2684V,ns,15-2,15.0,2000.0,-2,4883.708333333334
A1NQOR4RQJJDMW,ns,15-2,15.0,2000.0,-2,2185.479740259047
A1PZIN8H1VI6SY,prim,15-2,15.0,2000.0,-2,3089.3422222548056
A1QRIZY9WJW3R1,prim,15-2,15.0,2000.0,-2,3334.5
A1QXJZFA5NVGM3,prim,15-2,15.0,2000.0,-2,4202.958333333334
A1ROEDVMTO9Y3X,ns,15-2,15.0,2000.0,-2,2569.816964285566
A1SCF3L6LTFQHF,prim,15-2,15.0,2000.0,-2,2753.5666667156747
A1T7EB1WEDCMXV,ns,15-2,15.0,2000.0,-2,6968.669281249895
A1TR2AOKWGQ78A,ns,15-2,15.0,2000.0,-2,4244.083333333333
A1UOP419O6P55R,prim,15-2,15.0,2000.0,-2,5495.599999999999
A1WM3INNDW2776,ns,15-2,15.0,2000.0,-2,5269.927777777778
A1Z82Y9E6YWY80,ns,15-2,15.0,2000.0,-2,5016.236507907746
A2113B699TVADG,prim,15-2,15.0,2000.0,-2,4566.75
A219SZBLCCCXN9,prim,15-2,15.0,2000.0,-2,8316.746666600306
A22GYYJXTS5KBH,ns,15-2,15.0,2000.0,-2,3424.010000001888
A22Y78RVB8UFTD,ns,15-2,15.0,2000.0,-2,4194.477857148648
A233LLG8YAXWF,rec,15-2,15.0,2000.0,-2,4576.0529761895805
A24GX1OZE6AY04,ns,15-2,15.0,2000.0,-2,2859.9587500000403
A26MT7KJ7NJLRN,ns,15-2,15.0,2000.0,-2,5213.1861507943695
A26T0U2Y6LZOF3,rec,15-2,15.0,2000.0,-2,2893.1
A29J4LL0MQL3AC,prim,15-2,15.0,2000.0,-2,4112.67527779051
A2G4R0GS677RC2,rec,15-2,15.0,2000.0,-2,6369.166666666666
A2IV3SSVTU90BN,ns,15-2,15.0,2000.0,-2,4839.571388915181
A2KZN3UH5NGC9,rec,15-2,15.0,2000.0,-2,3024.333333293597
A2MBFIAGBPU5NG,prim,15-2,15.0,2000.0,-2,3716.3958333333335
A2O86E23R5T4YO,prim,15-2,15.0,2000.0,-2,5096.287500004595
A2PTABUVOUYAH5,ns,15-2,15.0,2000.0,-2,2679.3525000000204
A2R75YFKVALBXE,rec,15-2,15.0,2000.0,-2,6026.08409090882
A2RU1Q3C9VHBAO,prim,15-2,15.0,2000.0,-2,3763.006818181818
A2RVG8Y97DE0GM,prim,15-2,15.0,2000.0,-2,3590.9041666736207
A2UJ9GDNVPX99C,prim,15-2,15.0,2000.0,-2,3318.8125
A2UYZFH5VT5R3H,rec,15-2,15.0,2000.0,-2,3589.5367171761964
A2Y8LZS5C81O25,prim,15-2,15.0,2000.0,-2,4831.418452380953
A30NL5N71G2YAU,ns,15-2,15.0,2000.0,-2,6856.823908743404
A310Y949ILSN3P,prim,15-2,15.0,2000.0,-2,2659.5416666666665
A31P78W9ZCQXCS,ns,15-2,15.0,2000.0,-2,3698.5625
A347RDI3HZOUCY,prim,15-2,15.0,2000.0,-2,2859.717361111111
A34HQHGLIW1FYS,ns,15-2,15.0,2000.0,-2,4633.739583340163
A34IPEKX5WXJIN,prim,15-2,15.0,2000.0,-2,4141.113492063492
A34YNEN8UUI3CD,ns,15-2,15.0,2000.0,-2,1720.4635714243034
A35VI4SE31HD17,prim,15-2,15.0,2000.0,-2,5936.335476188149
A36S0DI86PL4J6,prim,15-2,15.0,2000.0,-2,6967.397321428572
A384KX8MUIJSTJ,ns,15-2,15.0,2000.0,-2,5003.217361119721
A38DHLB88V8DL8,rec,15-2,15.0,2000.0,-2,3516.3447916544974
A3AWQ3AACIPXM2,ns,15-2,15.0,2000.0,-2,
A3BA2WMGN6KHUU,ns,15-2,15.0,2000.0,-2,5117.716666658409
A3BN69Q9D7RQGR,ns,15-2,15.0,2000.0,-2,5227.479166666666
A3C25IBTLB60RQ,prim,15-2,15.0,2000.0,-2,2434.3166664441424
A3FOKP72T5I4FR,ns,15-2,15.0,2000.0,-2,1876.9999999801319
A3HBB9JT9WVZS4,ns,15-2,15.0,2000.0,-2,3254.082499983907
A3HOPYBWSR1TWR,prim,15-2,15.0,2000.0,-2,4247.559027777777
A3IBDJ12CRTQQN,prim,15-2,15.0,2000.0,-2,4924.0794642857145
A3IHTJXHWPQ2JR,rec,15-2,15.0,2000.0,-2,3939.720634920635
A3MWLHSW9B9RHU,prim,15-2,15.0,2000.0,-2,3545.5374999994724
A3ORKXM3WG8QJ9,prim,15-2,15.0,2000.0,-2,4778.375
A3P52W1SBJUT5N,ns,15-2,15.0,2000.0,-2,7125.708333333333
A3U27ZHUGOPIAN,prim,15-2,15.0,2000.0,-2,4005.630357142857
A3UA50A6GKNAMR,prim,15-2,15.0,2000.0,-2,4882.635714285714
A3UE8ANAIM7F15,ns,15-2,15.0,2000.0,-2,5753.54077378625
A3UGB3B1S74HR9,prim,15-2,15.0,2000.0,-2,4555.724246026977
A3UUW04QL49RSC,prim,15-2,15.0,2000.0,-2,5222.116666666667
A6HDSE80LQPR8,rec,15-2,15.0,2000.0,-2,3539.6111111111113
AAOOH6P4HHSCS,prim,15-2,15.0,2000.0,-2,3862.6231249988077
ADGJXUEMPLTMS,prim,15-2,15.0,2000.0,-2,4673.381666598718
AEF1G6YE8RIB8,prim,15-2,15.0,2000.0,-2,5796.736904806359
AERGHZBQFT309,ns,15-2,15.0,2000.0,-2,4495.549867420565
AESZJEZTZEW01,ns,15-2,15.0,2000.0,-2,3991.9749998748302
AEX1I7K7OVHHC,rec,15-2,15.0,2000.0,-2,4463.476190476191
AEXRVIK8SKB4V,prim,15-2,15.0,2000.0,-2,4580.5666666987045
AF0W4ZBY7VXOU,rec,15-2,15.0,2000.0,-2,3865.8588888928293
AFZGUWYLC0NG0,ns,15-2,15.0,2000.0,-2,4370.5874999165535
AGANKP4PUZ4NC,prim,15-2,15.0,2000.0,-2,4561.391666630904
AHY3YAYJLTW32,rec,15-2,15.0,2000.0,-2,3654.854166666667
AL9SYQEUTNJXT,prim,15-2,15.0,2000.0,-2,4611.12261904847
ALDQRWYZ8KQ9A,rec,15-2,15.0,2000.0,-2,4145.966666667412
