subject,condition,l_length,pres_rate,prim_pfr,rec_pfr,strat
A1PZIN8H1VI6SY,15-2,15.0,2000.0,0.9583333333333333,0.0,prim
A1QRIZY9WJW3R1,15-2,15.0,2000.0,0.96875,0.0,prim
A1QXJZFA5NVGM3,15-2,15.0,2000.0,1.0,0.0,prim
A1ROEDVMTO9Y3X,15-2,15.0,2000.0,0.46628787878787886,0.5337121212121212,ns
A1SCF3L6LTFQHF,15-2,15.0,2000.0,1.0,0.0,prim
A1T7EB1WEDCMXV,15-2,15.0,2000.0,0.14583333333333334,0.6458333333333333,ns
A1TR2AOKWGQ78A,15-2,15.0,2000.0,0.6424242424242425,0.23333333333333334,ns
A1UOP419O6P55R,15-2,15.0,2000.0,0.9333333333333332,0.06666666666666667,prim
A1WM3INNDW2776,15-2,15.0,2000.0,0.4337121212121212,0.538510101010101,ns
A1Z82Y9E6YWY80,15-2,15.0,2000.0,0.3055555555555556,0.5694444444444444,ns
A2113B699TVADG,15-2,15.0,2000.0,1.0,0.0,prim
A219SZBLCCCXN9,15-2,15.0,2000.0,0.8361742424242424,0.09090909090909091,prim
A22GYYJXTS5KBH,15-2,15.0,2000.0,0.6407407407407406,0.2851851851851852,ns
A22Y78RVB8UFTD,15-2,15.0,2000.0,0.5454545454545454,0.40909090909090906,ns
A233LLG8YAXWF,15-2,15.0,2000.0,0.0625,0.8541666666666666,rec
A24GX1OZE6AY04,15-2,15.0,2000.0,0.0,0.6534090909090909,ns
A26MT7KJ7NJLRN,15-2,15.0,2000.0,0.2875,0.4625,ns
A26T0U2Y6LZOF3,15-2,15.0,2000.0,0.0,0.8166666666666667,rec
A29J4LL0MQL3AC,15-2,15.0,2000.0,0.9722222222222222,0.0,prim
A2G4R0GS677RC2,15-2,15.0,2000.0,0.08333333333333333,0.9166666666666666,rec
A2IV3SSVTU90BN,15-2,15.0,2000.0,0.425,0.41666666666666663,ns
A2KZN3UH5NGC9,15-2,15.0,2000.0,0.14090909090909093,0.6681818181818182,rec
A2MBFIAGBPU5NG,15-2,15.0,2000.0,0.7399350649350649,0.21233766233766233,prim
A2O86E23R5T4YO,15-2,15.0,2000.0,0.9750000000000001,0.025,prim
A2PTABUVOUYAH5,15-2,15.0,2000.0,0.14772727272727273,0.6571969696969697,ns
A2R75YFKVALBXE,15-2,15.0,2000.0,0.0,0.9166666666666666,rec
A2RU1Q3C9VHBAO,15-2,15.0,2000.0,0.8200757575757577,0.1571969696969697,prim
A2RVG8Y97DE0GM,15-2,15.0,2000.0,1.0,0.0,prim
A2UJ9GDNVPX99C,15-2,15.0,2000.0,0.96875,0.0,prim
A2UYZFH5VT5R3H,15-2,15.0,2000.0,0.020833333333333332,0.9583333333333335,rec
A2Y8LZS5C81O25,15-2,15.0,2000.0,0.9083333333333334,0.025,prim
A30NL5N71G2YAU,15-2,15.0,2000.0,0.3229166666666667,0.6493055555555556,ns
A310Y949ILSN3P,15-2,15.0,2000.0,0.9722222222222222,0.027777777777777776,prim
A31P78W9ZCQXCS,15-2,15.0,2000.0,0.6388888888888888,0.25833333333333336,ns
A347RDI3HZOUCY,15-2,15.0,2000.0,1.0,0.0,prim
A34HQHGLIW1FYS,15-2,15.0,2000.0,0.3861111111111112,0.5305555555555556,ns
A34IPEKX5WXJIN,15-2,15.0,2000.0,0.9035714285714285,0.07142857142857142,prim
A34YNEN8UUI3CD,15-2,15.0,2000.0,0.25757575757575757,0.4034090909090909,ns
A35VI4SE31HD17,15-2,15.0,2000.0,0.8576388888888888,0.059027777777777776,prim
A36S0DI86PL4J6,15-2,15.0,2000.0,0.7981150793650793,0.20188492063492064,prim
A384KX8MUIJSTJ,15-2,15.0,2000.0,0.5753968253968254,0.2579365079365079,ns
A38DHLB88V8DL8,15-2,15.0,2000.0,0.022727272727272728,0.9545454545454546,rec
A3AWQ3AACIPXM2,15-2,15.0,2000.0,0.25,0.5833333333333333,ns
A3BA2WMGN6KHUU,15-2,15.0,2000.0,0.6147727272727272,0.23522727272727273,ns
A3BN69Q9D7RQGR,15-2,15.0,2000.0,0.25,0.625,ns
A3C25IBTLB60RQ,15-2,15.0,2000.0,0.6874999999999999,0.25,prim
A3FOKP72T5I4FR,15-2,15.0,2000.0,0.30681818181818177,0.4356060606060606,ns
A3HBB9JT9WVZS4,15-2,15.0,2000.0,0.3840277777777778,0.41736111111111107,ns
A3HOPYBWSR1TWR,15-2,15.0,2000.0,1.0,0.0,prim
A3IBDJ12CRTQQN,15-2,15.0,2000.0,0.9522727272727274,0.022727272727272728,prim
A3IHTJXHWPQ2JR,15-2,15.0,2000.0,0.11628787878787879,0.8837121212121213,rec
A3MWLHSW9B9RHU,15-2,15.0,2000.0,1.0,0.0,prim
A3ORKXM3WG8QJ9,15-2,15.0,2000.0,1.0,0.0,prim
A3P52W1SBJUT5N,15-2,15.0,2000.0,0.4270833333333333,0.46527777777777773,ns
A3U27ZHUGOPIAN,15-2,15.0,2000.0,0.7124999999999999,0.2625,prim
A3UA50A6GKNAMR,15-2,15.0,2000.0,0.7386363636363636,0.23863636363636365,prim
A3UE8ANAIM7F15,15-2,15.0,2000.0,0.6284722222222223,0.2326388888888889,ns
A3UGB3B1S74HR9,15-2,15.0,2000.0,1.0,0.0,prim
A3UUW04QL49RSC,15-2,15.0,2000.0,1.0000000000000002,0.0,prim
A6HDSE80LQPR8,15-2,15.0,2000.0,0.18333333333333335,0.7749999999999999,rec
AAOOH6P4HHSCS,15-2,15.0,2000.0,0.9479166666666666,0.0,prim
ADGJXUEMPLTMS,15-2,15.0,2000.0,0.8863636363636362,0.0,prim
AEF1G6YE8RIB8,15-2,15.0,2000.0,0.75,0.25,prim
AERGHZBQFT309,15-2,15.0,2000.0,0.0,0.5511363636363636,ns
AESZJEZTZEW01,15-2,15.0,2000.0,0.5125,0.4875,ns
AEX1I7K7OVHHC,15-2,15.0,2000.0,0.25925925925925924,0.6666666666666666,rec
AEXRVIK8SKB4V,15-2,15.0,2000.0,0.9444444444444444,0.05555555555555555,prim
AF0W4ZBY7VXOU,15-2,15.0,2000.0,0.08333333333333333,0.875,rec
AFZGUWYLC0NG0,15-2,15.0,2000.0,0.5721500721500721,0.20995670995670995,ns
AGANKP4PUZ4NC,15-2,15.0,2000.0,0.7208333333333334,0.15,prim
AHY3YAYJLTW32,15-2,15.0,2000.0,0.020833333333333332,0.9583333333333334,rec
AL9SYQEUTNJXT,15-2,15.0,2000.0,0.8125,0.15625,prim
ALDQRWYZ8KQ9A,15-2,15.0,2000.0,0.0,0.8958333333333333,rec
AM65LGXJBTJ0I,15-2,15.0,2000.0,0.6003787878787878,0.3162878787878788,ns
AOIR8V07FYMH5,15-2,15.0,2000.0,0.025,0.975,rec
AR0VJ5XRG16UJ,15-2,15.0,2000.0,0.05,0.85,rec
AU5UJIZ3TLI5M,15-2,15.0,2000.0,0.0,0.9166666666666667,rec
AW2UVK63OLFW,15-2,15.0,2000.0,0.33434343434343433,0.5151515151515151,ns
AW5O1RK3W60FC,15-2,15.0,2000.0,0.08712121212121213,0.7859848484848485,rec
AWRY5SC68T0DC,15-2,15.0,2000.0,0.9772727272727273,0.022727272727272728,prim
AWTCGY2CL1T68,15-2,15.0,2000.0,1.0,0.0,prim
AXSBX0MCQNG3A,15-2,15.0,2000.0,1.0,0.0,prim
A14WLAP6TCEKO0,30-1,30.0,1000.0,0.12878787878787878,0.7670454545454546,rec
A15V9BXNJXZXZX,30-1,30.0,1000.0,0.27146464646464646,0.4154040404040404,ns
A16335MOISDG1F,30-1,30.0,1000.0,0.041666666666666664,0.6666666666666667,rec
A17FJLW818UEQU,30-1,30.0,1000.0,0.0,0.856060606060606,rec
A186PT9ZLO5EJD,30-1,30.0,1000.0,1.0,0.0,prim
A1AS1H21O9896X,30-1,30.0,1000.0,0.5505952380952381,0.28273809523809523,ns
A1AYTKAQT201ZV,30-1,30.0,1000.0,0.7999999999999999,0.15000000000000002,prim
A1EII5EWOTBDK9,30-1,30.0,1000.0,0.05555555555555555,0.8462121212121213,rec
A1F9KLZGHE9DTA,30-1,30.0,1000.0,0.0,0.9147727272727273,rec
A1IGKJ200N82S9,30-1,30.0,1000.0,0.0875,0.668939393939394,rec
A1KGUJMWDCPSYG,30-1,30.0,1000.0,0.025,0.9750000000000001,rec
A1M1E62KXCDNL0,30-1,30.0,1000.0,0.13194444444444442,0.6041666666666667,ns
A1MG8KNVSVZ365,30-1,30.0,1000.0,0.7666666666666667,0.125,prim
A1MKEILXWWLBW2,30-1,30.0,1000.0,0.2518939393939394,0.7253787878787878,rec
A1O67YS3DU0ZHX,30-1,30.0,1000.0,0.0,0.9166666666666666,rec
A1Q0G8JA5EZ8EI,30-1,30.0,1000.0,0.045454545454545456,0.7424242424242424,rec
A1SLJKNSNHOJRN,30-1,30.0,1000.0,0.020833333333333332,0.8958333333333333,rec
A1T2P6E67251U5,30-1,30.0,1000.0,0.9791666666666666,0.0,prim
A1U4WS9KJMADV,30-1,30.0,1000.0,0.11363636363636365,0.7746212121212122,rec
A1X4T3QSIE8YYX,30-1,30.0,1000.0,0.9583333333333333,0.0,prim
A225J5T6WHO2MG,30-1,30.0,1000.0,0.9337121212121212,0.022727272727272728,prim
A23KDD6OPM4NJ0,30-1,30.0,1000.0,0.8080357142857142,0.0,prim
A25Y3D2Y2DR8WM,30-1,30.0,1000.0,0.6795454545454545,0.2954545454545454,prim
A26XKTGGGYBI4J,30-1,30.0,1000.0,0.9365079365079363,0.0,prim
A28OD52SMLYQ16,30-1,30.0,1000.0,0.05,0.7401515151515152,rec
A28TA25NJGLL3Y,30-1,30.0,1000.0,0.875,0.027777777777777776,prim
A28ZPY6D5AS7GZ,30-1,30.0,1000.0,0.35858585858585856,0.4671717171717172,ns
A2ASRB2MTHDHPD,30-1,30.0,1000.0,0.9772727272727273,0.0,prim
A2BUHMLNE3LUU0,30-1,30.0,1000.0,0.03125,0.38920454545454547,ns
A2E2SLXF4KQ3S1,30-1,30.0,1000.0,0.9772727272727272,0.0,prim
A2FJIZUHR6E4EZ,30-1,30.0,1000.0,0.7324675324675324,0.18181818181818182,prim
A2G2T6EMXAOKMS,30-1,30.0,1000.0,0.0,0.6944444444444443,rec
A2GRA6N98ZPIQ1,30-1,30.0,1000.0,1.0,0.0,prim
A2IKLJWU2OJ1YX,30-1,30.0,1000.0,0.7152777777777778,0.0,prim
A2K5AXCSY703CU,30-1,30.0,1000.0,0.46296296296296297,0.3981481481481481,ns
A2MV1R6YYOIO30,30-1,30.0,1000.0,0.7070707070707072,0.06060606060606061,prim
A2NU82V08QSPCC,30-1,30.0,1000.0,0.6666666666666666,0.2777777777777778,prim
A2NY0VWEWDULC6,30-1,30.0,1000.0,0.045454545454545456,0.740530303030303,rec
A2OFVEA8BEJDZN,30-1,30.0,1000.0,0.5625,0.10416666666666666,ns
A2P83PY6P7ECM5,30-1,30.0,1000.0,0.5476190476190477,0.2738095238095238,ns
A2PUL3ZDXOW0VZ,30-1,30.0,1000.0,0.020833333333333332,0.956439393939394,rec
A2ROI30AQITC3V,30-1,30.0,1000.0,0.19444444444444445,0.351010101010101,ns
A2VZN8J53Y5WYR,30-1,30.0,1000.0,0.9750000000000001,0.0,prim
A2XMRJKCNKLL4E,30-1,30.0,1000.0,0.3472222222222222,0.20555555555555555,ns
A2Y0VM8BAF0RMT,30-1,30.0,1000.0,0.4734848484848485,0.4393939393939394,ns
A2ZGAH6NOSU2PO,30-1,30.0,1000.0,0.0,0.9999999999999999,rec
A30DHHAL100LZR,30-1,30.0,1000.0,0.0,0.55,ns
A31SZFE8M7YK0S,30-1,30.0,1000.0,0.3037037037037037,0.4888888888888889,ns
A34DYM8J0X5VK,30-1,30.0,1000.0,0.0,0.9772727272727274,rec
A36IB78C6MVA3,30-1,30.0,1000.0,0.9375,0.0625,prim
A389Y151TAJ4XG,30-1,30.0,1000.0,0.09375,0.11805555555555555,ns
A3AY0315YWWNXY,30-1,30.0,1000.0,0.14583333333333334,0.7083333333333333,rec
A3EUH97BRHRSI6,30-1,30.0,1000.0,0.05,0.8222222222222223,rec
A3I97794CB5SUO,30-1,30.0,1000.0,0.022727272727272728,0.8814393939393939,rec
A3RVHUY67SVXQV,30-1,30.0,1000.0,0.6458333333333334,0.3125,ns
A3TX84QHD321M7,30-1,30.0,1000.0,0.9642857142857142,0.0,prim
A3UCN8EJI08X2P,30-1,30.0,1000.0,0.2805555555555556,0.24305555555555552,ns
A3UQ5DF8VVD975,30-1,30.0,1000.0,0.0,0.6969696969696971,rec
A3V71NT2X4HD1I,30-1,30.0,1000.0,0.9541666666666666,0.020833333333333332,prim
A51TGVVYJF7T0,30-1,30.0,1000.0,0.9444444444444444,0.05555555555555555,prim
A7USTT4KU1ZBO,30-1,30.0,1000.0,0.4650252525252525,0.2409090909090909,ns
AB5WBMZGLX57B,30-1,30.0,1000.0,0.2125,0.6513888888888888,ns
ACBROX4H8BSW3,30-1,30.0,1000.0,0.0,1.0,rec
ADJ9I7ZBFYFH7,30-1,30.0,1000.0,0.041666666666666664,0.9166666666666667,rec
AGILQEFEPEK7N,30-1,30.0,1000.0,0.26136363636363635,0.6477272727272727,ns
AH7HACNNRSIPO,30-1,30.0,1000.0,0.5208333333333334,0.14962121212121213,ns
AIDU49N2KO05N,30-1,30.0,1000.0,0.23674242424242425,0.14583333333333331,ns
AJUVX0E4OPTAO,30-1,30.0,1000.0,1.0,0.0,prim
AK3GAHRZ6M6WM,30-1,30.0,1000.0,0.1111111111111111,0.8888888888888888,rec
AKE4AYF86KJVU,30-1,30.0,1000.0,0.17803030303030304,0.7534090909090909,rec
AKNBC1TE88NDO,30-1,30.0,1000.0,0.020833333333333332,0.8484848484848484,rec
AKX4H8RT7BL7H,30-1,30.0,1000.0,0.0,1.0,rec
AOYDGVOZUIHII,30-1,30.0,1000.0,0.9437500000000001,0.0,prim
AP4B1GJIT3HYF,30-1,30.0,1000.0,0.3641414141414141,0.4025252525252525,ns
AXFH1DT8PR0K2,30-1,30.0,1000.0,0.8444444444444444,0.0,prim
AXFP50XOZD2NI,30-1,30.0,1000.0,0.2152777777777778,0.7203282828282829,rec
A12LX24NC3FP2U,20-2,20.0,2000.0,0.3277777777777778,0.4666666666666667,ns
