subject,strategy,condition,l_length,pres_rate,ln_39,ln_38,ln_37,ln_36,ln_35,ln_34,ln_33,ln_32,ln_31,ln_30,ln_29,ln_28,ln_27,ln_26,ln_25,ln_24,ln_23,ln_22,ln_21,ln_20,ln_19,ln_18,ln_17,ln_16,ln_15,ln_14,ln_13,ln_12,ln_11,ln_10,ln_9,ln_8,ln_7,ln_6,ln_5,ln_4,ln_3,ln_2,ln_1,lp_1,lp_2,lp_3,lp_4,lp_5,lp_6,lp_7,lp_8,lp_9,lp_10,lp_11,lp_12,lp_13,lp_14,lp_15,lp_16,lp_17,lp_18,lp_19,lp_20,lp_21,lp_22,lp_23,lp_24,lp_25,lp_26,lp_27,lp_28,lp_29,lp_30,lp_31,lp_32,lp_33,lp_34,lp_35,lp_36,lp_37,lp_38,lp_39
A2NXMRPHG86N2T,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13383838383838384,0.07183441558441558,0.10297619047619047,0.03387315887315887,0.11228387906886893,0.036204789833822096,0.08203242710882779,0.08697193610986714,0.25498765939942414,0.5429532191402043,0.17917971820410844,0.11707566889632107,0.07521739130434782,0.15998022015823873,0.07107843137254902,0.059027777777777776,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2PQDK3MLDFXYM,rec,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03636363636363636,0.0,0.038031772400873055,0.09025641025641026,0.11813379395403861,0.10681585312676596,0.16671237074938705,0.32656218402426695,0.6279659019484601,0.21368065967016492,0.19429824561403508,0.020833333333333332,0.041666666666666664,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2QRJKXTK4JDD8,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.026041666666666664,0.08434139784946236,0.45238095238095233,0.7244435612082671,0.05397727272727273,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2R970Q1Q2A6DJ,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5746643905611297,0.3012468030690537,0.128861531986532,0.013888888888888888,0.030330882352941176,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2VIKZ73Y5ABHM,ns,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46875,0.0992063492063492,0.10984848484848483,0.058333333333333334,0.08048245614035088,0.024758454106280192,0.08134920634920634,0.1365539452495974,0.27110149110149107,0.6303942064254767,0.1787280701754386,0.07878151260504201,0.0452047952047952,0.02291666666666667,0.011904761904761904,0.1025974025974026,0.059027777777777776,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2WYZLG8J526TQ,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.0,0.0,0.0,0.045454545454545456,0.021739130434782608,0.0,0.15151515151515152,0.10606060606060606,0.7298780487804878,0.19907407407407407,0.04468684025334271,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A33X52IN60MSOE,rec,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,0.17261904761904762,0.09003831417624521,0.11898395721925134,0.05416666666666667,0.05673076923076923,0.12020905923344948,0.19386038687973087,0.17424242424242425,0.3090659340659341,0.125,0.1047008547008547,0.17941176470588235,0.1625,0.20833333333333331,0.125,0.1,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A348NEQKS6VNIB,rec,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13731060606060605,0.12899159663865545,0.09086956521739131,0.12143874643874644,0.08363095238095238,0.07414740431981812,0.06574675324675325,0.15903069153069155,0.2568127608825283,0.43833501434737826,0.1484848484848485,0.09051120448179271,0.12473559217737437,0.04444444444444444,0.014705882352941176,0.11458333333333333,0.09166666666666667,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A349BBTU7L597J,prim,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4444444444444444,0.05,0.0,0.0,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.14285714285714285,0.41963298139768734,0.20560897435897435,0.20891608391608393,0.09166666666666667,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3C8JI69WPTKWH,rec,10-2,10.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020833333333333332,0.044466403162055336,0.03254368279569893,0.058264652014652016,0.11073400374642611,0.11925878043525102,0.12369149653312789,0.1751375170047909,0.32047707648922874,0.47516398242082136,0.297966151173388,0.10131578947368422,0.3174019607843137,0.14571886446886445,0.1388888888888889,0.041666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
